area_sqft,bhk,locality,location_type,age_of_property,furnishing,latitude,longitude,price,listing_type
3931,5,Indiranagar,URBAN,11,Unfurnished,12.819247358582897,77.41350623088819,89000,RENT
4851,5,Electronic City,RURAL,14,Furnished,13.06151267326919,77.60639547998835,56137,RENT
3335,4,HSR Layout,URBAN,17,Furnished,12.954102437665005,77.63770732241204,28528935,SALE
4276,5,Bellandur,RURAL,18,Furnished,12.976431089566558,77.54307774502121,60734,RENT
526,1,Whitefield,URBAN,15,Furnished,12.911385726930037,77.70503047923742,15265,RENT
3577,5,Koramangala,RURAL,14,Semi-Furnished,13.000950568866173,77.45428563080041,63157,RENT
3456,5,Whitefield,URBAN,4,Furnished,12.92953452075531,77.75127336395228,83934,RENT
1003,2,Electronic City,URBAN,10,Unfurnished,13.028394132361774,77.78217796415616,5863400,SALE
3849,5,Koramangala,RURAL,14,Unfurnished,13.046420643054622,77.40049380984117,22718444,SALE
4546,5,Whitefield,RURAL,28,Unfurnished,13.001554733565957,77.73708866401726,15243604,SALE
3933,5,Whitefield,URBAN,17,Unfurnished,12.94740068575227,77.60244205956293,67598,RENT
3767,5,Indiranagar,URBAN,12,Semi-Furnished,13.034680805180669,77.58456225353541,31706129,SALE
3768,5,Electronic City,URBAN,3,Furnished,12.948285593421454,77.49547164274976,21959303,SALE
4197,5,Bellandur,URBAN,16,Furnished,12.833452971310871,77.57893001644466,32110393,SALE
2192,3,Indiranagar,URBAN,3,Unfurnished,12.834902066973232,77.78017085985205,60701,RENT
3261,4,Koramangala,URBAN,15,Unfurnished,13.0845749418899,77.48431505358175,76075,RENT
3876,5,Bellandur,RURAL,22,Unfurnished,12.864068902537364,77.4716164953803,14010768,SALE
3817,5,Indiranagar,URBAN,14,Furnished,13.044777497306592,77.49675852162379,107250,RENT
2045,3,Electronic City,URBAN,13,Semi-Furnished,12.87401162218251,77.6207336777349,34308,RENT
1605,3,HSR Layout,URBAN,11,Semi-Furnished,12.929234028157046,77.77211992617332,40236,RENT
3430,4,HSR Layout,URBAN,2,Semi-Furnished,12.996484433629444,77.6295526363061,27039429,SALE
3272,4,Koramangala,URBAN,9,Semi-Furnished,12.847660151868771,77.49739299064233,94939,RENT
3472,4,HSR Layout,URBAN,7,Unfurnished,13.021173946509164,77.5761809261285,74297,RENT
2254,4,Indiranagar,URBAN,5,Furnished,13.006973891766961,77.5561600527143,25623987,SALE
4421,5,Koramangala,RURAL,21,Unfurnished,12.962924866731734,77.41862778794498,68018,RENT
3108,4,Bellandur,URBAN,13,Semi-Furnished,12.96976692681273,77.60425673941162,67700,RENT
3902,5,Electronic City,URBAN,16,Unfurnished,12.831731538056477,77.45040255465348,17076264,SALE
1732,3,Koramangala,URBAN,20,Semi-Furnished,12.930784745130538,77.73689761683355,15519047,SALE
601,1,Bellandur,RURAL,18,Furnished,12.825971418607288,77.61958516371836,11169,RENT
3907,5,Koramangala,URBAN,15,Semi-Furnished,12.892358987310054,77.73784259304695,107536,RENT
4612,5,Whitefield,URBAN,14,Unfurnished,13.07009364232719,77.78241787495121,66470,RENT
974,2,Whitefield,URBAN,25,Furnished,12.972360020166438,77.7772753163001,7584177,SALE
936,2,Koramangala,RURAL,14,Semi-Furnished,13.022811031445805,77.44017173372302,7142423,SALE
2025,3,HSR Layout,URBAN,0,Semi-Furnished,12.972165760212768,77.77792682862,55156,RENT
2522,4,Whitefield,URBAN,23,Furnished,12.858271027401996,77.7182988831158,48966,RENT
785,1,Electronic City,RURAL,22,Unfurnished,12.978442494733967,77.71106324210432,7191,RENT
3681,5,Bellandur,URBAN,22,Furnished,13.026616423191657,77.43605141610728,76765,RENT
874,2,Indiranagar,URBAN,11,Unfurnished,12.84152150086011,77.47180588091345,8936720,SALE
817,2,Whitefield,URBAN,9,Semi-Furnished,13.045072013028376,77.79006535196591,20220,RENT
4000,5,Koramangala,URBAN,13,Semi-Furnished,12.966617653693488,77.48534806286212,36228931,SALE
1354,2,HSR Layout,URBAN,9,Furnished,12.801282560650636,77.46762133206697,13948509,SALE
1605,4,Indiranagar,URBAN,9,Semi-Furnished,12.955933545901393,77.54494064748378,18968332,SALE
4520,5,Bellandur,URBAN,19,Furnished,12.91870144764105,77.76534247901395,90737,RENT
2390,3,Bellandur,URBAN,28,Semi-Furnished,12.888933953386996,77.59047738542263,14088170,SALE
3972,5,Whitefield,RURAL,10,Semi-Furnished,13.031377165975362,77.76823348763563,16375539,SALE
4780,5,Bellandur,URBAN,21,Unfurnished,13.069849965097655,77.5337355121661,79094,RENT
4558,5,Bellandur,URBAN,15,Furnished,13.028795926803532,77.4906114580908,101389,RENT
3113,4,HSR Layout,URBAN,28,Furnished,13.054031774477261,77.59808120354042,21908305,SALE
2603,3,HSR Layout,URBAN,8,Semi-Furnished,13.072634282963351,77.64619075610476,61432,RENT
3520,5,HSR Layout,URBAN,14,Unfurnished,13.073788793412943,77.55659959944542,25632840,SALE
1366,2,Koramangala,URBAN,13,Unfurnished,12.834391442899028,77.53841220383782,35060,RENT
3832,5,Bellandur,RURAL,18,Furnished,12.936915646666149,77.4872237139093,17924386,SALE
1088,2,Bellandur,URBAN,8,Furnished,12.800085942317875,77.5100027064887,11085096,SALE
4643,5,Bellandur,RURAL,3,Semi-Furnished,12.951938775411103,77.66924718526091,68359,RENT
4101,5,Electronic City,RURAL,20,Furnished,13.077273180303138,77.54794941544547,41768,RENT
741,1,HSR Layout,URBAN,6,Semi-Furnished,12.859730687119452,77.43190281668842,22439,RENT
2124,3,Indiranagar,URBAN,21,Unfurnished,12.991935988629974,77.45526215598102,16979227,SALE
4822,5,Whitefield,RURAL,25,Furnished,12.993313713925367,77.54895167535645,20927117,SALE
2192,3,Indiranagar,RURAL,7,Unfurnished,12.848106195406332,77.76980097193915,40194,RENT
2159,2,Koramangala,URBAN,23,Unfurnished,12.87155823179524,77.55161210465839,16948997,SALE
3612,5,Koramangala,URBAN,7,Semi-Furnished,12.938606535188072,77.42425683098068,108485,RENT
1389,2,Bellandur,URBAN,18,Unfurnished,12.856462812936304,77.567197703152,9080889,SALE
2662,4,Indiranagar,RURAL,14,Semi-Furnished,12.975498193557353,77.66752703758407,16291718,SALE
2882,4,Bellandur,URBAN,15,Semi-Furnished,12.94536251930668,77.63743845397929,59581,RENT
1351,2,Electronic City,URBAN,29,Unfurnished,12.955759453553712,77.51152118495442,15466,RENT
1122,2,Koramangala,RURAL,25,Unfurnished,12.840340265846168,77.67523556921948,6610085,SALE
3789,5,Koramangala,URBAN,21,Semi-Furnished,12.955175547631594,77.65224974954613,32526589,SALE
2479,2,Indiranagar,URBAN,22,Semi-Furnished,12.814843457316243,77.4688691875316,19594833,SALE
3117,4,Koramangala,URBAN,8,Unfurnished,13.064460589403504,77.4648580014273,28024748,SALE
2732,5,Electronic City,RURAL,25,Semi-Furnished,12.902974907241678,77.61887323282718,24265,RENT
3776,4,Electronic City,URBAN,25,Semi-Furnished,13.056901197450712,77.66377542444644,47648,RENT
4924,5,Electronic City,URBAN,29,Furnished,13.010496910623454,77.7847642339441,66553,RENT
1900,3,Whitefield,URBAN,11,Furnished,13.029851776789155,77.56877225229272,14694701,SALE
685,1,Electronic City,URBAN,15,Furnished,12.894363348361678,77.70597569586876,5091186,SALE
3895,5,Electronic City,URBAN,3,Furnished,12.868323181950217,77.44660829891656,26702253,SALE
2465,3,Whitefield,URBAN,4,Furnished,12.922022166152335,77.75584361092626,18422462,SALE
1168,2,Bellandur,URBAN,7,Semi-Furnished,12.80726775872384,77.65324301655954,28224,RENT
3457,4,HSR Layout,RURAL,0,Semi-Furnished,13.075626703060504,77.65161213254049,58725,RENT
4689,5,Koramangala,RURAL,27,Furnished,12.916104279789838,77.45697705353298,81650,RENT
2561,4,Electronic City,URBAN,5,Unfurnished,13.09656698145307,77.41583349181036,15062323,SALE
3693,5,Koramangala,URBAN,14,Furnished,13.028434826242224,77.68057965519385,117185,RENT
1346,2,Indiranagar,URBAN,3,Unfurnished,12.824154502939793,77.44682258358584,39017,RENT
3735,5,Koramangala,RURAL,20,Semi-Furnished,12.998056483352773,77.45078805979358,60440,RENT
4550,5,Bellandur,URBAN,10,Unfurnished,12.881251749451387,77.4750000585388,78083,RENT
1881,3,Whitefield,URBAN,4,Semi-Furnished,12.873115593674415,77.43909859325585,14178970,SALE
2301,3,Koramangala,URBAN,17,Unfurnished,12.876968800970964,77.65015700817213,21674494,SALE
3851,5,Koramangala,URBAN,23,Semi-Furnished,13.074822514607845,77.56880192233943,93842,RENT
4464,4,Koramangala,URBAN,14,Semi-Furnished,12.949994052821413,77.50643843696382,112146,RENT
454,1,HSR Layout,URBAN,17,Furnished,13.000841269643482,77.57629976014863,16233,RENT
2223,3,HSR Layout,URBAN,19,Semi-Furnished,12.88428434773991,77.73765600082608,43108,RENT
3862,5,Indiranagar,URBAN,27,Furnished,12.956886336555536,77.77083176201745,95969,RENT
3479,4,Whitefield,URBAN,12,Furnished,12.905030041463357,77.59499045786137,26190049,SALE
1232,3,Koramangala,URBAN,4,Furnished,12.89634171211892,77.62670116604512,50076,RENT
4808,5,Koramangala,URBAN,29,Unfurnished,12.874090654391065,77.50287997213596,102098,RENT
3206,4,Koramangala,URBAN,0,Unfurnished,12.92270206954802,77.60544015145484,96678,RENT
2890,3,Koramangala,URBAN,21,Semi-Furnished,12.998009033189007,77.6992478427741,26425441,SALE
727,1,HSR Layout,URBAN,17,Furnished,12.866613132820133,77.59685490546246,6777179,SALE
3710,5,Bellandur,URBAN,13,Furnished,13.089633196063204,77.52082916031567,29439263,SALE
3700,5,Bellandur,URBAN,4,Semi-Furnished,12.837383502939101,77.63281373888998,30111593,SALE
4075,5,Indiranagar,URBAN,5,Furnished,12.944062162316431,77.77866241235434,41225835,SALE
3454,4,Electronic City,URBAN,26,Semi-Furnished,12.825508464906605,77.75519354159324,45219,RENT
2543,3,Whitefield,RURAL,23,Furnished,12.806799596320703,77.70769695167019,31700,RENT
1711,3,Bellandur,URBAN,24,Unfurnished,13.076803195909509,77.51048385306609,11027958,SALE
3591,5,Koramangala,URBAN,28,Semi-Furnished,13.04311543818519,77.49662380288656,29051880,SALE
2938,3,Bellandur,URBAN,27,Semi-Furnished,13.008246611937668,77.73541487591903,18179525,SALE
4383,5,Indiranagar,URBAN,15,Unfurnished,13.059557243944983,77.47252699043284,92425,RENT
4947,5,Electronic City,URBAN,21,Semi-Furnished,13.040854526890918,77.64224452299466,22268863,SALE
564,1,Bellandur,URBAN,20,Unfurnished,12.994171316295917,77.57557197743319,4039471,SALE
4677,5,Indiranagar,URBAN,11,Furnished,13.05420269773051,77.58719458691697,47793877,SALE
1222,2,HSR Layout,URBAN,19,Unfurnished,12.917240166038033,77.58181736101102,26621,RENT
1343,2,Electronic City,URBAN,17,Unfurnished,12.965825549970537,77.75998005868946,6474794,SALE
4825,5,Indiranagar,RURAL,1,Semi-Furnished,13.032893195893594,77.43483770035819,87884,RENT
1174,2,Bellandur,RURAL,22,Furnished,12.825439404873904,77.71316057978244,18421,RENT
2598,4,HSR Layout,URBAN,20,Unfurnished,13.057593640148745,77.73400506863011,50953,RENT
3556,5,Indiranagar,URBAN,22,Furnished,12.847049136708982,77.77715085886139,96917,RENT
4642,5,Indiranagar,URBAN,12,Unfurnished,13.059362375869261,77.58103998197508,117690,RENT
4095,5,Bellandur,URBAN,26,Semi-Furnished,12.893399861489879,77.60002607675477,25150275,SALE
3852,5,Electronic City,URBAN,16,Unfurnished,12.898034853790765,77.78451780845636,48705,RENT
1314,2,HSR Layout,URBAN,16,Unfurnished,12.822184606960912,77.58338042437967,29451,RENT
1708,4,Koramangala,URBAN,15,Furnished,13.065769887168724,77.60141938919051,64564,RENT
4577,5,Whitefield,URBAN,20,Unfurnished,12.852353120717261,77.53290172727576,22838184,SALE
913,1,Electronic City,URBAN,17,Semi-Furnished,12.989014970611105,77.41265098027387,15105,RENT
2320,2,HSR Layout,URBAN,7,Semi-Furnished,12.993190279776057,77.5732218207046,50271,RENT
3994,5,Indiranagar,RURAL,29,Unfurnished,12.884345451024394,77.66203652433896,49198,RENT
1809,3,HSR Layout,URBAN,2,Unfurnished,13.095698287237042,77.67597836424542,14339782,SALE
4966,5,Whitefield,URBAN,16,Furnished,12.819249865433326,77.40260345875384,95803,RENT
3590,5,Bellandur,URBAN,28,Furnished,12.982361603297456,77.72042110990913,68183,RENT
4891,5,Whitefield,URBAN,17,Semi-Furnished,12.943863178237157,77.59696624565142,81463,RENT
1955,2,Koramangala,URBAN,25,Furnished,12.873645232144183,77.60829814455448,56335,RENT
1204,3,Koramangala,URBAN,25,Unfurnished,12.849065513396884,77.78469747526815,32504,RENT
1679,3,Whitefield,URBAN,22,Semi-Furnished,13.021125307447695,77.51378446346233,32341,RENT
3977,5,Electronic City,URBAN,5,Furnished,13.074894462344355,77.70466079558727,78726,RENT
3301,4,Electronic City,URBAN,27,Semi-Furnished,12.832263878586417,77.62991049826891,15545838,SALE
1787,3,Indiranagar,URBAN,7,Unfurnished,12.858194063631801,77.68031938462322,16820354,SALE
3161,4,Koramangala,URBAN,22,Furnished,13.09588092418867,77.56712698071246,31758007,SALE
3079,4,Indiranagar,URBAN,29,Unfurnished,12.804506802271364,77.51168301558572,59567,RENT
2506,4,Koramangala,URBAN,25,Unfurnished,12.952475590895878,77.61845038094758,20818714,SALE
4623,5,Whitefield,URBAN,12,Semi-Furnished,12.954833855024544,77.54997645854107,87478,RENT
3168,4,Electronic City,RURAL,7,Semi-Furnished,12.878948457543732,77.48916447153186,11177953,SALE
4353,5,Electronic City,URBAN,18,Semi-Furnished,12.998908664133099,77.73569445924551,19901454,SALE
3586,5,Whitefield,URBAN,5,Furnished,13.083482271928103,77.59033263800052,89494,RENT
3680,5,Indiranagar,URBAN,28,Furnished,12.935064179286973,77.73892629647636,88179,RENT
2973,5,Indiranagar,RURAL,22,Semi-Furnished,13.024825851620356,77.58961263294756,48436,RENT
2999,3,HSR Layout,RURAL,14,Furnished,12.993821077781437,77.62271907908496,50704,RENT
4433,5,Koramangala,URBAN,9,Furnished,12.941882559062515,77.79811209652559,141833,RENT
636,1,Indiranagar,URBAN,26,Semi-Furnished,12.814943689940963,77.78060168481406,6569877,SALE
1704,3,Whitefield,URBAN,16,Unfurnished,13.022524941487182,77.50867594826676,32365,RENT
3830,5,Indiranagar,URBAN,0,Furnished,12.908975434136439,77.7474621545797,42622089,SALE
1701,3,Electronic City,URBAN,6,Furnished,12.867348406520726,77.55616139347887,11447441,SALE
2941,4,Koramangala,URBAN,28,Unfurnished,13.084480594936451,77.42849949516416,64725,RENT
2451,2,Bellandur,URBAN,26,Unfurnished,13.032050830864149,77.63031240593016,12888961,SALE
841,2,HSR Layout,URBAN,12,Unfurnished,13.08868060450308,77.7908207437817,6847741,SALE
2476,3,Koramangala,RURAL,2,Semi-Furnished,12.876865079649678,77.78972547480211,50049,RENT
3580,5,Electronic City,URBAN,18,Unfurnished,13.050737998273366,77.45058615126499,46712,RENT
3057,4,Electronic City,URBAN,14,Semi-Furnished,12.982316421278592,77.70849466664714,16274622,SALE
4198,5,Electronic City,URBAN,4,Unfurnished,13.094451106790965,77.72113321770009,22050793,SALE
1204,2,Electronic City,RURAL,10,Unfurnished,13.083895083684096,77.54749791372667,4818611,SALE
474,1,Whitefield,RURAL,21,Semi-Furnished,13.09189041348281,77.66343807247539,7307,RENT
2575,5,HSR Layout,URBAN,17,Semi-Furnished,13.085530285501981,77.59526379131088,57848,RENT
4324,4,Bellandur,URBAN,2,Unfurnished,12.802298260067133,77.49115723908398,86134,RENT
2489,2,Electronic City,RURAL,5,Unfurnished,13.022325623045207,77.70450571248999,7464753,SALE
440,1,Electronic City,URBAN,2,Unfurnished,12.881580368362894,77.50510108312497,9822,RENT
2481,3,Indiranagar,URBAN,29,Furnished,13.011508128665758,77.53617910121666,60134,RENT
2022,3,HSR Layout,URBAN,4,Unfurnished,13.094183360376173,77.47600736196618,17100332,SALE
741,2,Koramangala,URBAN,8,Semi-Furnished,12.811807817209628,77.68770852151548,10566330,SALE
4452,5,HSR Layout,URBAN,27,Furnished,12.970096349731806,77.58348962153224,32144823,SALE
2474,3,HSR Layout,RURAL,18,Semi-Furnished,13.02048594743503,77.57734930193557,35194,RENT
1045,2,Bellandur,URBAN,27,Furnished,12.876007634664443,77.641825146756,24690,RENT
4663,5,HSR Layout,URBAN,26,Furnished,12.867536581120143,77.46290537889894,93213,RENT
1009,2,Bellandur,URBAN,12,Semi-Furnished,12.818103651620564,77.7592615558503,25016,RENT
854,2,Electronic City,URBAN,28,Furnished,12.828175957150423,77.58604358249437,15241,RENT
3353,4,Electronic City,URBAN,5,Semi-Furnished,12.997024973254508,77.54661074347281,53894,RENT
2108,3,Whitefield,URBAN,10,Unfurnished,12.951563185709585,77.45067624356209,38369,RENT
3872,5,Bellandur,URBAN,20,Furnished,12.809021668244585,77.46718168174696,27401215,SALE
3369,4,Bellandur,URBAN,20,Semi-Furnished,13.09089852762583,77.76814412556554,59658,RENT
3428,4,Koramangala,URBAN,26,Furnished,12.996813760846642,77.58264681335989,90486,RENT
3081,3,Indiranagar,URBAN,29,Semi-Furnished,12.954640570704802,77.6888735677437,22514934,SALE
4029,4,HSR Layout,RURAL,13,Unfurnished,12.881817270987927,77.43220654106342,16420149,SALE
4625,5,Koramangala,URBAN,5,Unfurnished,12.997429665442251,77.65738581765059,41374407,SALE
3467,4,Bellandur,URBAN,5,Furnished,12.909250358864814,77.76860767693496,32866237,SALE
1786,3,Koramangala,URBAN,16,Furnished,13.010748248798746,77.5199853803526,59162,RENT
4176,5,Whitefield,URBAN,10,Semi-Furnished,13.004771576092029,77.63165620028538,79571,RENT
3266,4,Indiranagar,URBAN,14,Semi-Furnished,12.827823138537239,77.77608764172633,31405402,SALE
3763,5,Bellandur,URBAN,8,Furnished,13.072778212493297,77.68772902152189,32284588,SALE
4524,5,Bellandur,URBAN,20,Semi-Furnished,12.946092275480504,77.42493020095364,83937,RENT
548,1,HSR Layout,URBAN,16,Semi-Furnished,12.917883481689966,77.55149485890418,5163859,SALE
4250,5,Indiranagar,URBAN,23,Semi-Furnished,13.086638643088634,77.43430910243492,33420637,SALE
2458,3,Whitefield,URBAN,6,Furnished,12.931462784333364,77.74452703847967,56961,RENT
1536,3,Electronic City,URBAN,6,Unfurnished,13.016366275070919,77.64866508048145,9169410,SALE
586,1,Koramangala,URBAN,29,Unfurnished,12.996540943174951,77.78255269793355,16802,RENT
3254,4,HSR Layout,URBAN,20,Semi-Furnished,12.849542029424917,77.40790253167432,22898742,SALE
1650,3,Bellandur,URBAN,0,Furnished,13.09734283212294,77.56923494794157,50147,RENT
1733,3,Electronic City,URBAN,24,Semi-Furnished,12.939081296687267,77.44174563981777,7702175,SALE
4593,5,Whitefield,URBAN,26,Unfurnished,12.918434771725193,77.54019512904797,56749,RENT
4550,5,Indiranagar,URBAN,24,Semi-Furnished,13.07588404782597,77.46475472934264,105739,RENT
3111,4,Koramangala,URBAN,7,Unfurnished,12.958771500973134,77.53151750399738,25493349,SALE
4901,5,HSR Layout,RURAL,4,Furnished,13.011523088578794,77.7277048018888,30506030,SALE
2185,3,Bellandur,RURAL,29,Semi-Furnished,13.053873814178603,77.46427973059309,8606680,SALE
1150,2,Bellandur,URBAN,18,Furnished,12.870648318717356,77.58946590278087,10592719,SALE
2162,3,Electronic City,URBAN,7,Semi-Furnished,12.85083997555836,77.7686332536242,12282839,SALE
4320,5,Electronic City,URBAN,16,Semi-Furnished,12.820552041677303,77.79951171514172,66108,RENT
4860,5,Koramangala,URBAN,18,Semi-Furnished,13.06913998977382,77.50025644727003,121258,RENT
881,2,Indiranagar,URBAN,11,Semi-Furnished,12.860110128422946,77.77422726830643,31266,RENT
553,1,Whitefield,URBAN,26,Semi-Furnished,12.892326213219318,77.50455547232042,10775,RENT
1924,4,Indiranagar,URBAN,22,Furnished,12.885742077823686,77.56541139959344,17477626,SALE
2520,4,Indiranagar,RURAL,29,Furnished,12.89137639625672,77.75116944489334,42673,RENT
2743,4,Indiranagar,URBAN,14,Unfurnished,13.000418338048615,77.7144704419697,61697,RENT
1640,3,Koramangala,RURAL,3,Semi-Furnished,13.086234067622161,77.74299502288949,37903,RENT
460,2,Koramangala,URBAN,22,Unfurnished,12.898836030787262,77.72010267172178,5871222,SALE
1338,2,Whitefield,URBAN,11,Furnished,12.92229414639761,77.49402440200402,11307108,SALE
2039,3,Indiranagar,URBAN,26,Unfurnished,13.031344095232583,77.62351804617224,41112,RENT
4520,5,Koramangala,URBAN,12,Furnished,12.929701383256306,77.55410028734477,49216471,SALE
4626,5,Whitefield,URBAN,13,Semi-Furnished,13.077812830377814,77.58388438737934,86715,RENT
3969,5,Bellandur,URBAN,4,Unfurnished,12.950965415223566,77.46158252084946,27416707,SALE
1652,3,Whitefield,URBAN,21,Unfurnished,12.904320456729085,77.52630702369007,9933817,SALE
